# ;HEARTS OF IRON! Doomsday;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##### Open this document in Excel, version 5 or later.;;;;;;;;;;;X
##### To convert the semicolon-separated list to a normal Excel table, first click on the 'A' above to select the entire 'A' column.;;;;;;;;;;;X
##### Select 'Data' -> 'Text to Columns' -> 'Delimited' -> 'Next';;;;;;;;;;;X
##### Check 'Semicolon' (ONLY!) -> 'Finish';;;;;;;;;;;X
##### Select column 'A' through 'K' (click + drag on letters above columns);;;;;;;;;;;X
##### Right-click anywhere on the sheet (inside the selection) and select 'Column width' and set it so that only THREE columns are visible ('45' with 1024 x 768 screen resolution);;;;;;;;;;;X
##### Right-click anywhere on the sheet again (still inside the selection) and select 'Format Cells' -> 'Alignment' -> check 'Wrap Text' + select 'Vertical: Top' -> 'OK';;;;;;;;;;;X
##### Place the cursor in cell C1 and select 'Window' -> 'Freeze Panes' (allows you to scroll horizontally to see any language in the rightmost coulmn while still having the string names/comments and the english original text in the left and middle column;;;;;;;;;;;X
##### CAREFULLY read the instructions in cells B18 ? B36;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTES TO TRANSLATORS:;;;;;;;;;;X
##;=====================;;;;;;;;;;X
##;;;;;;;;;;;X
##;1) '%s' is for indicating where another string is inserted, and MAY NEVER BE REMOVED! If there are more than one '%s' in a string, they may NOT CHANGE PLACES.;;;;;;;;;;X
##;2) '%d' is for indicating where another integer value is inserted, and MAY NEVER BE REMOVED! If there are more than one '%d' in a string, they may not change places. ('%.1f' is used in exactly the same way but for non-integer values ?  '%c%d' is used for values that are displayed with a '+' or '-' sign in front, DO NOT CHANGE, ADD, OR REMOVE!);;;;;;;;;;X
##;3) '%t' is for indicating where the player's 'title' is inserted, however only in game message boxes.';;;;;;;;;;X
##;4) The characters '#' (hashmark), semicolon, '%' (percentage sign), '?' (paragraph sign), quotation marks and '\' (backslash) MAY NOT BE USED (except when used as control codes ? this will otherwise create serious problems!!! Quotation marks may not even be used in comments -- use a 'citation mark' (single) instead if necessary!);;;;;;;;;;X
##;5) A dollar sign, '$' will always automatically be replaced by the 'ducats' icon.;;;;;;;;;;X
##;6) Any row with a '#' in the first column (column 'A') will be ignored. However, you cannot use any paragraph characters in these rows!!!;;;;;;;;;;X
##;7) To insert a carriage return, insert a '\n' (backslash + n);;;;;;;;;;X
##;8) No formatting can be done in this file. To change the color of a text, insert the following codes in front of the word:;;;;;;;;;;X
##;§W = white text;;;;;;;;;;X
##;§Y = orange text;;;;;;;;;;X
##;Note that the color change will be applied to all words after the code, until the end of the line that the word is printed on. If several words should have a color change, put the code in front of each of them to be on the safe side. If only one word should have a color change, make sure to reset the color after the word.;;;;;;;;;;X
##;9) Unless otherwise specifically stated, length of words and texts does not really matter THAT much (message boxes, rollover help boxes and buttons WILL stretch to fit the text string) ? however you will notice once the translation is inserted that space IS limited in quite a few areas? so be brief, and try not to use words that are considerably longer than the English original.;;;;;;;;;;X
##;10) ALL CELLS in column 'L' in this document MUST contain a character!;;;;;;;;;;X
##;11) The LAST CELL in the 'A' column MUST contain the string '#EOF';;;;;;;;;;X
##;12) If you want to begin a string with a ' (citation mark), you will need to type it twice (Excel will read the first one as a commentary which is not  exported into the actual text database file);;;;;;;;;;X
##;;;;;;;;;;;X
##;WHEN DONE: save as 'Semicolon Separated (.csv)' format, and make sure the file is called 'Text.csv'.;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTE: If Excel complains about an 'Error in formula' when the cell content begins with a '+' or '-' sign, type a ' (citation mark) in front of the plus or minus.;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
#  ========================;==========;==========;==========;========;==========;==========;==========;==========;;==========;X
#LANGUAGE;English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
#########################################;;;;;;;;;;;X
######### GENERAL TEXT STRINGS #########;;;;;;;;;;;X
#########################################;;;;;;;;;;;X
##;;;;;;;;;;;X
SPY_OWNCOUNTRY;Our Intelligence Networks are currently estimated to operate with following efficiency's and daily cost:\n Foreign Intelligence: §Y%.2f \%%§W\n Counter Espionage: §Y%.2f \%%§W\n Current level: §Y%d§W\n Daily cost: §Y%.2f§W;On estime qu'actuellement, nos services de renseignement fonctionnent avec l'efficacité suivante et le coût quotidien suivants :\n Missions à l'étranger : §Y%.2f \%%§W\n Contre-espionnage : §Y%.2f \%%§W\n Niveau actuel : §Y%d§W\n Coût quotidien : §Y%.2f§W;Si valuta che i nostri servizi segreti attualmente funzionino con la seguente efficienza e costo quotidiano:\n Servizi segreti nemici: §Y%.2f \%%§W\n Contro spionaggio: §Y%.2f \%%§W\n Livello corrente: §Y%d§W\n Costo quotidiano: §Y%.2f§W;Nuestra agencia de inteligencia se estima actualmente para funcionar con la eficacia siguiente y el coste diario:\n Inteligencia extranjera: §Y%.2f \%%§W\n Contraespionaje: §Y%.2f \%%§W\n Nivel actual: §Y%d§W\n Coste diario: §Y%.2f§W;Unser Spionagenetzwerk operiert gegenwärtig mit folgenden geschätzten Effizienzen und täglichen Kosten:\n Auslandsgeheimdienst: §Y%.2f \%%§W\n Spionageabwehr: §Y%.2f \%%§W\n Gegenwärtiges Niveau: §Y%d§W\n Tägliche Kosten: §Y%.2f§W;Our Intelligence Networks are currently estimated to operate with following efficiency's and daily cost:\n Foreign Intelligence: §Y%.2f \%%§W\n Counter Espionage: §Y%.2f \%%§W\n Current level: §Y%d§W\n Daily cost: §Y%.2f§W;;;;;X
SPY_OWNCOUNTRY_1;Our intelligence agencies are currently estimated to operate at §Y%d\%%§W efficiency.;Nos services de renseignement ont une efficacité de §Y%d\%%§W.;Abbiamo §Y%d spie§W che ci proteggono da attivita' di spionaggio nemico. Stimiamo che ci siano un totale di §Y%d spie§W che attualmente operano nei nostri confini.;Actualmente tenemos §Y%d espías§W protegiéndonos de las actividades de espionaje enemigas. Creemos que actualmente hay un total de §Y%d espías§W operando dentro de nuestras fronteras.;Wir haben im Augenblick §Y%d Spione§W die uns vor feindlicher Spionage schützen. Wir schätzen, dass sich §Y%d Spione§W des Feindes in unserem Land aufhalten.;Posiadamy §Y%d szpiegów§W chroni¹cych nas obecnie przed dzia³alnoœci¹ wywiadu wroga. Szacujemy i¿ §Y%d szpiegów§W dzia³a obecnie wewn¹trz naszych granic.;;;;;X
SPY_OWNCOUNTRY_2;Our intelligence agencies are currently estimated to operate at §Y%d\%%§W efficiency.;Nos services de renseignement ont une efficacité de §Y%d\%%§W.;Abbiamo §Y%d spie§W che ci proteggono da attivita' di spionaggio nemico. I nostri rapporti indicano che ci sono un totale di §Y%d spie§W che attualmente operano nei nostri confini.;Actualmente tenemos §Y%d espías§W protegiéndonos de las actividades de espionaje enemigas. Nuestros informes indican que actualmente hay un total de §Y%d espías§W operando dentro de nuestras fronteras.;Wir haben im Augenblick §Y%d Spione§W die uns vor feindlicher Spionage schützen. Laut unseren Berichten halten sich ca. §Y%d Spione§W des Feindes in unserem Land aufhalten.;Posiadamy §Y%d szpiegów§W chroni¹cych nas obecnie przed dzia³alnoœci¹ wywiadu wroga. Nasze raporty wskazuj¹ i¿ §Y%d szpiegów§W dzia³a obecnie wewn¹trz naszych granic.;;;;;X
SPY_OWNCOUNTRY_3;Our intelligence agencies are currently estimated to operate at §Y%d\%%§W efficiency.;Nos services de renseignement ont une efficacité de §Y%d\%%§W.;Abbiamo §Y%d spie§W che ci proteggono da attivita' di spionaggio nemico. Siamo quasi certi che ci siano un totale di §Y%d spie§W che attualmente operano nei nostri confini.;Actualmente tenemos §Y%d espías§W protegiéndonos de las actividades de espionaje enemigas. Estamos casi seguros de que actualmente hay un total de §Y%d espías§W operando dentro de nuestras fronteras.;Wir haben im Augenblick §Y%d Spione§W die uns vor feindlicher Spionage schützen. Wir sind fast sicher, dass sich §Y%d Spione§W des Feindes in unserem Land aufhalten.;Posiadamy §Y%d szpiegów§W chroni¹cych nas obecnie przed dzia³alnoœci¹ wywiadu wroga. Jesteœmy prawie pewni i¿ §Y%d szpiegów§W dzia³a obecnie wewn¹trz naszych granic.;;;;;X
#;;;;;;;;;;;x
EMPTYLINE; ; ; ; ; ; ; ; ; ; ;X
DIPROL_NO_SPY;We need to increase funding to be able to conduct intelligence operations.;Nous ne pouvons pas lancer de nouvelle opération jusqu'au.;Dobbiamo costituire un fondo per da potere condurre operazioni di spionaggio.;Necesitamos aumentar el financiamiento a poder conducir operaciones de la inteligencia.;Wir müssen die Finanzierung erhöhen um Geheimdienstoperationen durchführen zu können.;We need to increase funding to be able to conduct intelligence operations.;;;;;X
SPY_NO_INSTANT;We are unable to initiate new operations again until;Nous ne pouvons pas lancer de nouvelles opérations encore jusqu'à;Non possiamo iniziare ancora i nuovi funzionamenti fino a;No podemos iniciar nuevas operaciones otra vez hasta;Wir sind nicht imstande neue Operationen einzuleiten bis;We are unable to initiate new operations again until;;;;;X
SPY_NOSPIES;We need to fund our intelligence agencies to be able to gain any information on foreign countries.;Nous devons implanter un réseau de renseignement pour pouvoir obtenir des informations sur les pays étrangers.;Dobbiamo costituire un fondo per i nostri servizi segreti per potere ottenere tutte le informazioni sui paesi stranieri.;Necesitamos financiar nuestras agencias de inteligencia para poder ganar cualquier información sobre países extranjeros.;Wir müssen unseren Geheimdienst mit Geldern unterstützen, um in der Lage zu sein, Informationen über fremde Länder zu erhalten.;We need to fund our intelligence agencies to be able to gain any information on foreign countries.;;;;;X
#;;;;;;;;;;;x
BESTLEADER_SPY_INFO;Their most distinguished military commander is §Y%s %s§Wlocated in §Y%s§W.\n\n;Leur officier le plus important est §Y%s %s§W qui se trouve actuellement à §Y%s§W.\n\n;Il loro piu' brillante comandante militare e' §Y%s %s§W situato a §Y%s§W.\n\n;Su jefe militar más distinguido es §Y%s %s§W y se encuentra en §Y%s§W.\n\n;Ihr wichtigster Offizier ist §Y%s %s§W.Er befindet sich in §Y%s§W.\n\n;Ich najbardziej wybitny dowódca jest §Y%s %s§Wzlokalizowany w §Y%s§W.\n\n ;;;;;x
#;;;;;;;;;;;x
SPY_INF_LVL0;We guess that they have around  §Y%d§W infantry divisions, ;Nous pensons qu'ils ont environ §Y%d divisions d'infanterie§W;Presumiamo che abbiano circa §Y%d§W divisioni di fanteria, ;Creemos que tienen aproximadamente §Y%d§W divisiones de infantería,;Wir glauben, dass sie etwa §Y%d Infanteriedivisionen§W haben.;Zgadujemy, ¿e maj¹ oko³o §Y%d§W dyw. piech.;;;;;X
SPY_INF_LVL1;We estimate that they have around  §Y%d§W infantry divisions,;Nous estimons qu'ils ont environ §Y%d divisions d'infanterie§W;Stimiamo che abbiano circa §Y%d§W divisioni di fanteria, ;Calculamos que tienen aproximadamente §Y%d§W divisiones de infantería,;Wir schätzen, dass sie etwa §Y%d Infanteriedivisionen§W haben.;Szacujemy ¿e maj¹ oko³o §Y%d§W dyw. piech.;;;;;X
SPY_INF_LVL2;We are almost sure that they have §Y%d§W infantry divisions, ;Nous sommes persuadés qu'ils ont §Y%d divisions d'infanterie§W;Siamo quasi sicuri che abbiano circa §Y%d§W divisioni di fanteria, ;Estamos casi seguros de que tienen §Y%d§W divisiones de infantería,;Wir sind fast sicher, dass sie §Y%d Infanteriedivisionen§W haben.;Jesteœmy prawie pewnie ¿e maj¹ §Y%d§W dyw. piech.;;;;;X
SPY_INF_LVL3;We know that they §Y%d§W infantry divisions, ;Nous savons qu'ils ont exactement §Y%d divisions d'infanterie§W;Sappiamo che hanno §Y%d§W divisioni di fanteria, ;Sabemos que tienen §Y%d§W divisiones de infantería,;Wir wissen, dass sie §Y%d Infanteriedivisionen§W haben.;Wiemy ¿e §Y%d§W dyw. piech.;;;;;X
#;;;;;;;;;;;X
SPY_ARM_LVL0;and we guess that they have around  §Y%d§W armored divisions, ;et nous pensons qu'ils ont environ §Y%d divisions blindées§W.;e presumiamo che abbiano circa §Y%d§W divisioni corazzate, ;y creemos que tienen aproximadamente §Y%d§W divisiones acorazadas,;Wir glauben, dass sie etwa §Y%d Panzerdivisionen§W haben.;i zgadujemy ¿e maj¹ oko³o §Y%d§W dyw. panc.;;;;;X
SPY_ARM_LVL1;and we estimate that they have around  §Y%d§W armored divisions, ;et nous estimons qu'ils ont environ §Y%d divisions blindées§W.;e stimiamo che abbiano circa §Y%d§W divisioni corazzate, ;y calculamos que tienen aproximadamente §Y%d§W divisiones acorazadas,;Wir schätzen, dass sie etwa §Y%d Panzerdivisionen§W haben.;i szacujemy ¿e maj¹ oko³o §Y%d§W dyw. panc.;;;;;X
SPY_ARM_LVL2;and we are almost sure that they have §Y%d§W armored divisions, ;et nous sommes persuadés qu'ils ont §Y%d divisions blindées§W.;e siamo quasi sicuri che abbiano circa §Y%d§W divisioni corazzate, ;y estamos casi seguros de que tienen §Y%d§W divisiones acorazadas,;Wir sind fast sicher, dass sie §Y%d Panzerdivisionen§W haben.;i jesteœmy prawie pewnie ¿e maj¹ §Y%d§W dyw. panc.;;;;;X
SPY_ARM_LVL3;and we know that they have §Y%d§W armored divisions, ;et nous savons qu'ils ont environ §Y%d divisions blindées§W.;e sappiamo che hanno §Y%d§W divisioni corazzate, ;y sabemos que tienen §Y%d§W divisiones acorazadas,;Wir wissen, dass sie §Y%d Panzerdivisionen§W haben.;i wiemy ¿e maj¹ §Y%d§W dyw. panc.;;;;;X
#;;;;;;;;;;;X
SPY_FIGHTER_LVL0;We guess that they have around  §Y%d§W fighter squadrons,  ;Nous pensons qu'ils ont environ §Y%d divisions de chasseurs§W;Presumiamo che abbiano circa §Y%d§W squadriglie aeree, ;Creemos que tienen aproximadamente §Y%d§W escuadrones de cazas,;Wir glauben, dass sie etwa §Y%d Jagdstaffeln§W haben.;Zgadujemy, ¿e maj¹ oko³o §Y%d§W esk. myœl.;;;;;X
SPY_FIGHTER_LVL1;We estimate that they have around  §Y%d§W fighter squadrons, ;Nous estimons qu'ils ont environ §Y%d divisions de chasseurs§W;Stimiamo che abbiano circa §Y%d§W squadriglie aeree, ;Calculamos que tienen aproximadamente §Y%d§W escuadrones de cazas,;Wir schätzen, dass sie etwa §Y%d Jagdstaffeln§W haben.;Szacujemy, ¿e maj¹ oko³o §Y%d§W esk. myœl.;;;;;X
SPY_FIGHTER_LVL2;We are almost sure that they have §Y%d§W fighter squadrons, ;Nous sommes persuadés qu'ils ont §Y%d divisions de chasseurs§W;Siamo quasi sicuri che abbiano circa §Y%d§W squadriglie aeree, ;Estamos casi seguros de que tienen §Y%d§W escuadrones de cazas,;Wir sind fast sicher, dass sie §Y%d Jagdstaffeln§W haben.;Jesteœmy prawie pewni, ¿e maj¹ §Y%d§W esk. myœl.;;;;;X
SPY_FIGHTER_LVL3;We know that they have §Y%d§W fighter squadrons, ;Nous savons qu'ils ont exactement §Y%d divisions de chasseurs§W;Sappiamo che hanno §Y%d§W squadriglie aeree, ;Sabemos que tienen §Y%d§W escuadrones de cazas,;Wir wissen, dass sie §Y%d Jagdstaffeln§W haben.;Wiemy, ¿e maj¹ §Y%d§W esk. myœl.;;;;;X
#;;;;;;;;;;;X
SPY_BOMBER_LVL0;and we guess that they have around  §Y%d§W bomber squadrons.;et nous pensons qu'ils ont environ §Y%d divisions de bombardiers§W.;e presumiamo che abbiano circa §Y%d§W squadriglie di bombardieri, ;y creemos que tienen aproximadamente §Y%d§W escuadrones de bombarderos.;Wir glauben, dass sie etwa §Y%d Bomberstaffeln§W haben.;i zgadujemy, ¿e maj¹ oko³o §Y%d§W esk. bomb.;;;;;X
SPY_BOMBER_LVL1;and we estimate that they have around  §Y%d§W bomber squadrons.;et nous estimons qu'ils ont environ §Y%d divisions de bombardiers§W.;e stimiamo che abbiano circa §Y%d§W squadriglie di bombardieri, ;y calculamos que tienen aproximadamente §Y%d§W escuadrones de bombarderos.;Wir schätzen, dass sie etwa §Y%d Bomberstaffeln§W haben.;i szcacujemy, ¿e maj¹ oko³o §Y%d§W esk. bomb.;;;;;X
SPY_BOMBER_LVL2;and we are almost sure that they have §Y%d bombers§W.;et nous sommes persuadés qu'ils ont §Y%d divisions de bombardiers§W.;e siamo quasi sicuri che abbiano circa §Y%d§W squadriglie di bombardieri, ;y estamos casi seguros de que tienen §Y%d bombarderos§W.;Wir sind fast sicher, dass sie §Y%d Bomberstaffeln§W haben.;i jesteœmy prawie pewni, ¿e maj¹ §Y%d§W esk. bomb.;;;;;X
SPY_BOMBER_LVL3;and we know that they have §Y%d§W bomber squadrons.;et nous savons qu'ils ont exactement §Y%d divisions de bombardiers§W.;e sappiamo che hanno §Y%d§W squadriglie di bombardieri, ;y sabemos que tienen §Y%d§W escuadrones de bombarderos.;Wir wissen, dass sie §Y%d Bomberstaffeln§W haben.;i wiemy, ¿e maj¹ §Y%d§W esk. bomb.;;;;;X
#;;;;;;;;;;;X
SPY_IND_LVL0;We are guessing that they may be building §Y%s§W.;Nous pensons qu'ils construisent des §Y%s§W.;Presumiamo che stiano costruendo §Y%s§W.;Creemos que pueden estar construyendo: §Y%s§W.;Wir glauben, dass sie ihre Produktion auf §Y%s§W konzentrieren.;Zgadujemy, ¿e mog¹ budowaæ §Y%s§W;;;;;X
SPY_IND_LVL1;They may focus most of their production towards §Y%s§W.;Nous estimons qu'ils construisent des §Y%s§W.;Potrebbero aver concentrato la loro produzione in §Y%s§W.;Podrían estar concentrando su producción en torno a §Y%s§W.;Wir schätzen, dass sie ihre Produktion auf §Y%s§W konzentrieren.;Mog¹ skupiaæ wiêkszoœæ produkcji na §Y%s§W;;;;;X
SPY_IND_LVL2;They probably focus their production towards §Y%s§W.;Nous sommes persuadés qu'ils construisent des §Y%s§W.;Probabilmente hanno concentrato la loro produzione in §Y%s§W.;Probablemente estén concentrando su producción en torno a §Y%s§W.;Wir sind fast sicher, dass sie ihre Produktion auf §Y%s§W konzentrieren.;Prawdopodobnie skupiaj¹ produkcjê na §Y%s§W;;;;;X
SPY_IND_LVL3;We know they focus their production towards §Y%s§W.;Nous savons qu'ils construisent des §Y%s§W.;Hanno concentrato la loro produzione in §Y%s§W.;Probablemente estén concentrando su producción en torno a §Y%s§W.;Wir wissen, dass sie ihre Produktion auf §Y%s§W konzentrieren.;Prawdopodobnie skupiaj¹ produkcjê na §Y%s§W;;;;;X
#;;;;;;;;;;;x
SPY_PRODINF;infantry divisions;divisions d'infanterie;divisioni di fanteria;divisiones de infantería;hauptsächlich Infanteriedivisionen;dywizjach piechoty;;;;;x
SPY_PRODMECH;a lot of armored divisions;beaucoup de devisions blindées;parecchie divisioni corazzate;muchas divisiones acorazadas;viele Panzerdivisionen;dywizjach pancernych;;;;;x
SPY_PRODBOMBER;bombers for their air force;des bombardiers pour leur force de l'air;bombardieri per le loro forze aeree;bombarderos para su fuerza aérea;Bomber für ihre Luftwaffe;bombowcach;;;;;x
SPY_PRODFIGHTER;fighters to gain air-superiority;des chasseurs pour leur force de l'air;caccia per ottenere una superiorita' aerea;cazas para hacerse con la superioridad en los cielos;Jäger um Luftüberlegenheit zu gewinnen;myœliwcach;;;;;x
SPY_PRODNAVY;a stronger navy, to control the seas;une marine plus forte;una marina piu' forte per dominare i mari;una armada más fuerte para controlar los mares;eine stärkere Kriegsmarine;silniejszej marynarce;;;;;x
#;;;;;;;;;;;X
SPY_THEIR_SPY_LVL0;Our Intelligence Network operates at estimated §Y%d\%%§W efficiency.;Notre agence d'intelligence fonctionnent à l'efficacité §Y%d\%%§W estimée.;I nostri servizi segreti funzionano ad un'efficienza valutata al §Y%d\%%§W.;Nuestra agencia de inteligencia funciona en la eficacia estimada §Y%d\%%§W.;Unser Geheimdienst operiert mit einer geschätzten Effizienz von §Y%d\%%§W.;Our intelligence agency's operate at estimated §Y%d\%%§W efficiency.;;;;;X
SPY_THEIR_SPY_LVL1;We have infiltrated them with §Y%d§W spies, ;Nous les avons infiltré avec §Y%d espions§W.;Abbiamo infiltrato §Y%d§W spie, ;Hemos infiltrado a §Y%d§W espías entre ellos,;Wir haben sie mit §Y%d Spionen§W infiltriert.;Iinfiltrowaliœmy ich §Y%d§W szpiegami,;;;;;X
SPY_THEIR_SPY_LVL2;We have infiltrated them with §Y%d§W spies, ;Nous les avons infiltré avec §Y%d espions§W.;Abbiamo infiltrato §Y%d§W spie, ;Hemos infiltrado a §Y%d§W espías entre ellos,;Wir haben sie mit §Y%d Spionen§W infiltriert.;Infiltrowaliœmy ich §Y%d§W szpiegami,;;;;;X
SPY_THEIR_SPY_LVL3;We have infiltrated them with §Y%d§W spies, ;Nous les avons infiltré avec §Y%d espions§W.;Abbiamo infiltrato §Y%d§W spie, ;Hemos infiltrado a §Y%d§W espías entre ellos,;Wir haben sie mit §Y%d Spionen§W infiltriert.;Infiltrowaliœmy ich §Y%d§W szpiegami,;;;;;X
#;;;;;;;;;;;X
SPY_OWER_SPY_LVL0;\nWe estimate their Intelligence Network is §Y%d\%%§W effective.;\nNous estimons leur réseau de contre-espionnage §Y%d\%%§W efficaces.;\nValutiamo l'efficienza della loro rete di controspionaggio al §Y%d\%%§W efficaci.;\nEstimamos su red del contraespionaje los §Y%d\%%§W eficaces.;\nWir schätzen die Effizienz ihrer Spionageabwehr auf §Y%d\%%§W.;\nWe estimate their Counter Espionage Network are §Y%d\%%§W effective.;;;;;X
SPY_OWER_SPY_LVL1;and our educated guess is that they have infiltrated us with §Y%d§W spies.;Nous estimons qu'ils nous ont infiltrés avec §Y%d espions§Y.;e stimiamo che abbiano inviato da noi §Y%d§W spie, ;y estimamos que podrían haber infiltrado a §Y%d§W espías entre nosotros.;Wir vermuten, dass sie uns mit §Y%d Spionen§W infiltriert haben.;i wed³ug naszych domys³ów infiltrowali nas §Y%d§W szpieg.;;;;;X
SPY_OWER_SPY_LVL2;and reports indicate they have infiltrated us with §Y%d§W spies.;Nous sommes persuadés qu'ils nous ont infiltrés avec §Y%d espions§Y.;e i rapporti indicano che hanno inviato da noi §Y%d§W spie, ;y los informes indican que han infiltrado a §Y%d§W espías entre nosotros.;Wir schätzen, dass sie uns mit §Y%d Spionen§W infiltriert haben.;i nasze raporty wskazuj¹ ¿e infiltrowali nas §Y%d§W szpieg.;;;;;X
SPY_OWER_SPY_LVL3;and it is almost certain they have infiltrated us with §Y%d§W spies.;Nous savons qu'ils nous ont infiltrés avec §Y%d espions§Y.;ed e' quasi certo che abbiano inviato da noi §Y%d§W spie, ;y es casi seguro que han infiltrado a §Y%d§W espías entre nosotros.;Wir sind fast sicher, dass sie uns mit §Y%d Spionen§W infiltriert haben.;i prawie pewne jest ¿e infiltrowali nas §Y%d§W szpieg.;;;;;X
#;;;;;;;;;;;X
SPY_SHIP_LVL0;We guess that they have §Y%d§W Battle Ships, §Y%d§W Carriers and §Y%d§W Battle cruiser, ;Nous pensons qu'ils ont environ §Z%d cuirassés, %d porte-avions et %d croiseurs de bataille§W;Presumiamo che abbiano §Y%d§W Corazzate, §Y%d§W Portaerei e §Y%d§W Incrociatori, ;Creemos que tienen §Y%d§W acorazados, §Y%d§W portaviones y §Y%d§W cruceros de batalla,;Wir glauben, dass sie §Y%d Schlachtschiffe§W, §Y%d Flugzeugträger§W und §Y%d Schlachtkreuzer§W haben.;Zgadujemy, ¿e maj¹ §Y%d§W panc., §Y%d§W lotnisk. i §Y%d§W kr¹¿. lin.;;;;;X
SPY_SHIP_LVL1;We estimate that they have around §Y%d§W Battle Ships, §Y%d§W Carriers and §Y%d§W Battle cruiser, ;Nous estimons qu'ils ont environ §Z%d cuirassés, %d porte-avions et %d croiseurs de bataille§W;Stimiamo che abbiano §Y%d§W Corazzate, §Y%d§W Portaerei e §Y%d§W Incrociatori, ;Estimamos que tienen unos §Y%d§W acorazados, §Y%d§W portaviones y §Y%d§W cruceros de batalla,;Wir schätzen, dass sie §Y%d Schlachtschiffe§W, §Y%d Flugzeugträger§W und §Y%d Schlachtkreuzer§W haben.;Szacujemy, ¿e maj¹ §Y%d§W panc., §Y%d§W lotnisk. i §Y%d§W kr¹¿. lin.;;;;;X
SPY_SHIP_LVL2;We are almost sure that they have §Y%d§W Battle Ships, §Y%d§W Carriers and §Y%d§W Battle cruiser, ;Nous sommes persuadés qu'ils ont §Z%d cuirassés, %d porte-avions et %d croiseurs de bataille§W;Siamo quasi certi che abbiano §Y%d§W Corazzate, §Y%d§W Portaerei e §Y%d§W Incrociatori, ;Estamos casi seguros de que tienen §Y%d§W acorazados, §Y%d§W portaviones y §Y%d§W cruceros de batalla,;Wir sind fast sicher, dass sie §Y%d Schlachtschiffe§W, §Y%d Flugzeugträger§W und §Y%d Schlachtkreuzer§W haben.;Jesteœmy prawie pewni, ¿e maj¹ §Y%d§W panc., §Y%d§W lotnisk. i §Y%d§W kr¹¿. lin.;;;;;X
SPY_SHIP_LVL3;We know that they have §Y%d§W Battle Ships, §Y%d§W Carriers and §Y%d§W Battle cruiser, ;Nous savons qu'ils ont exactement §Z%d cuirassés, %d porte-avions et %d croiseurs de bataille§W;Sappiamo che hanno §Y%d§W Corazzate, §Y%d§W Portaerei e §Y%d§W Incrociatori, ;Sabemos que tienen §Y%d§W acorazados, §Y%d§W portaviones y §Y%d§W cruceros de batalla,;Wir wissen, dass sie §Y%d Schlachtschiffe§W, §Y%d Flugzeugträger§W und §Y%d Schlachtkreuzer§W haben.;Wiemy, ¿e maj¹ §Y%d§W panc., §Y%d§W lotnisk. i §Y%d§W kr¹¿. lin.;;;;;X
#;;;;;;;;;;;X
SPY_SMALLSHIP_LVL0;while we guess that they have §Y%d§W smaller ships.;Nous pensons qu'ils ont §Y%d destroyers et croiseur§W;mentre presumiamo che abbiano §Y%d§W navi di stazza piu' piccola.;y sospechamos que tienen §Y%d§W barcos más pequeños.;Wir glauben, dass sie §Y%d kleine Schiffe§W haben.;zgadujemy, ¿e maj¹ tak¿e §Y%d§W mniejszych okrêtów;;;;;X
SPY_SMALLSHIP_LVL1;while we estimate that they have around §Y%d§W smaller ships.;Nous estimons qu'ils ont environ §Y%d destroyers et croiseur§W;mentre stimiamo che abbiano §Y%d§W navi di stazza piu' piccola.;y estimamos que tienen unos §Y%d§W barcos más pequeños.;Wir schätzen, dass sie §Y%d kleine Schiffe§W haben.;szacujemy, ¿e maj¹ tak¿e §Y%d§W mniejszych okrêtów;;;;;X
SPY_SMALLSHIP_LVL2;while we are almost sure that they have §Y%d§W smaller ships.;Nous sommes persuadés qu'ils ont §Y%d destroyers et croiseur§W;mentre siamo quasi certi che abbiano §Y%d§W navi di stazza piu' piccola.;y estamos casi seguros de que tienen §Y%d§W barcos más pequeños.;Wir sind fast sicher, dass sie §Y%d kleine Schiffe§W haben.;jesteœmy prawie pewni, ¿e maj¹ tak¿e §Y%d§W mniejszych okrêtów;;;;;X
SPY_SMALLSHIP_LVL3;while we know that they have §Y%d§W smaller ships.;Nous savons qu'ils ont exactement §Y%d destroyers et croiseur§W;mentre sappiamo che hanno §Y%d§W navi di stazza piu' piccola.;y sabemos que tienen §Y%d§W barcos más pequeños.;Wir wissen, dass sie §Y%d kleine Schiffe§W haben.;wiemy tak¿e, ¿e maj¹ §Y%d§W mniejszych okrêtów;;;;;X
#;;;;;;;;;;;X
SPY_NUKES_LVL0;We are sure they don’t have nukes.;Nous sommes sûrs qu'ils ne disposent pas d'armes nucléaires.;Siamo certi che non abbiano bombe nucleari.;Seguro que no tienen armas nucleares. ;Wir sind sicher, dass sie keine Nuklearraketen haben.;Jesteœmy pewni, ¿e nie maj¹ ³adunków nuklearnych;;;;;X
